t,y
0.6847837085476816,7.993583059102855
0.5748447322704516,6.98817235151157
0.9407449748631787,10.176501849493784
0.724917633920693,7.523874372231917
0.01854049244759659,4.814125280883165
0.3938052285086735,5.606793664138785
0.507209833559023,6.493277441555838
0.6392739100542326,6.969002141529737
0.7067305205553578,7.972941199602687
0.6921788588445316,7.520150887495728
0.4920850977733917,6.000676571971287
0.4543558785241646,6.023443639661429
0.9814699038214186,10.847558367463574
0.4048010907116274,5.848986006356372
0.4019904369375019,5.38209572894992
0.6073174968511462,7.05275719196493
0.45107567134076365,6.38066304828093
0.7342051072567141,7.983985074366867
0.40313611417081385,5.733609368747411
0.03966185960465285,4.656974697554419
0.7303518990381702,8.493064993265483
0.8990829270193939,9.804128629372563
0.9029297974138946,9.94695857668486
0.36086958216714193,5.233779933020573
0.8184498166757965,8.574636506940024
0.9926163609069277,10.500874846460318
0.9813607054264788,10.469248312093129
0.6753178152187393,7.560591804560618
0.02103394702153738,4.254164448115335
0.6799491181994121,7.723222915170975
0.24230125487803356,5.363900285232888
0.4898873371269914,6.118290546807712
0.7414445427425351,8.312789610181174
0.3553364991273358,5.837114424071414
0.766910922741687,7.939255874443406
0.5191381768385954,6.309541617256768
0.41828975456940864,6.151930437925587
0.9461208581260371,10.23760577199695
0.24270847118006567,5.049583232673764
0.5004399675471337,6.391711695430389
0.610145982227014,7.084880248294067
0.69810239385638,7.811946797706018
0.10169949357210006,4.69356602060712
0.3693614551467196,5.885983847920514
0.6751225888939483,7.704131634602534
0.839929370994428,8.823859048463724
0.29317897841856744,5.411741568523495
0.15158405958646848,5.122999748963638
0.83103936528385,8.733512356621596
0.8213293612820685,8.324118700303943
0.44524947958115413,5.825644987438202
0.5548659660918724,6.21060177752179
0.4551740038860529,6.211071727454088
0.5782596785765404,7.268960078914427
0.029219485286790747,5.083044445090633
0.7862796979290745,8.555646665361309
0.12302882453736119,5.1769459121205905
0.20788625171179276,5.16395927145247
0.3403881475647399,5.426310174690543
0.17215143345073913,4.98742660339666
0.17264917941773972,5.026681660914029
0.21323679442996868,4.965778225952934
0.4098940361174451,5.9531631762041615
0.08576456707597746,5.353743724981135
0.8487588620837211,9.24986921572987
0.24577545894655828,5.45896500678812
0.9541287878828482,10.690009049092543
0.5628754704635319,6.449765411573054
0.9616932788800194,10.464889129972187
0.37128940030958724,5.325793749510531
0.07530928343016963,5.176389573899842
0.01200189385007755,5.016690716911859
0.2918170645792768,5.602747284902873
0.04004865641953215,5.126019999280139
0.5004352060649145,6.090680094722405
0.3721289606549947,6.103024331952396
0.5043577344258441,6.5061219223550975
0.6974917132560317,7.047472550537956
0.29467470686868114,5.630403192642506
0.29296183146241905,5.6208990469625055
0.012752624011365121,4.8463057958954305
0.6457321916437926,7.0381345825627
0.031136239051866355,4.637513899808461
0.6357721991222146,7.647640312667559
0.381571004891586,5.761606157598543
0.3584833067291213,5.597529346673086
0.9054259619458411,9.654808102144052
0.9697432604061107,10.471167192388112
0.04079115916835696,4.774473334433908
0.5994709016315338,7.097127083104777
0.625339941359746,7.590065332399671
0.7383631673028049,8.212061644114844
0.4517642637164784,5.577145941796737
